Species,USGS.Number,Band.Colors,Year,Date,Time.Trapped,Time.Bled,Recap,Site,Location,GPS.S,GPS.E,Elevation.(m),Bander,Sex,How.Sex,Age,How.Age,Release,Bird+Bag.(g),bag.(g),Bird.(g),Wing.(mm),Tarsus.(mm),Tail.(mm),Culmen.(mm),Culmen Depth.(mm),Culmen Width.(mm),Bill+Head.(mm),Hemo,Plasma,Blood,Fecal,Feather,Nest,Nest.Stage,Captured.with,,,,,,,,,,,
MOCH,2910-53941,OYY,2021,18-Jun,1025,1030,N,SGR,SGR-146 - Wendy's,-,-,-,ANT,M,CP,AHY,CP,Y,28,16,12,69,19.6,65,9.1,4,4.6,29.8,Y,N,N,N,N,SGR-146 - Wendy's,before D12 nestlings,VVO,,,,,,,,,,,
MOCH,2910-53942,VVO,2021,18-Jun,1045,1050,N,SGR,SGR-146 - Wendy's,-,-,-,ANT,F,BP,AHY,BP,Y,25.5,15,10.5,66,20.8,59,8.2,4.3,4.3,28.9,Y,N,N,N,N,SGR-146 - Wendy's,before D12 nestlings,OYY,,,,,,,,,,,
MOCH,2910-53950,OBA,2021,20-Jun,855,901,N,SGR,SGR-154 - Wendy M.,-,-,-,ANT,M,CP,AHY,breeding,Y,28,15.5,12.5,71,20.3,65,8.9,4.1,4,32.4,Y,N,N,N,N,SGR-154 - Wendy M.,before D12 nestlings,WVW,,,,,,,,,,,
MOCH,2910-53951,WVW,2021,20-Jun,913,920,N,SGR,SGR-154 - Wendy M.,-,-,-,ANT,F,BP,AHY,BP,Y,27.5,16,11,70,20,60,8.6,4.5,4.6,29.8,Y,N,N,N,N,SGR-154 - Wendy M.,before D12 nestlings,OBA,,,,,,,,,,,
MOCH,2910-53928,OVA,2021,22-Jun,838,844,N,SGR,SGR-171 - Jon,-,-,-,ANT,F,BP,AHY,BP,Y,28.5,16,12.5,65,20.1,60,8.5,4.1,4.4,29.5,Y,N,N,N,N,SGR-171 - Jon,before D12 nestlings,-,,,,,,,,,,,
MOCH,2910-53959,YVG,2021,22-Jun,918,924,N,SGR,SGR-137 - Jon,-,-,-,ANT,M,CP,AHY,CP,Y,28,16.5,11.5,69,22.4,63,8.9,4.1,4.3,30.8,Y,N,N,N,N,SGR-137 - Jon,before D12 nestlings,BWB,,,,,,,,,,,
MOCH,2910-53960,OGG,2021,22-Jun,1006,1016,N,SGR,SGR-176 - Jon,-,-,-,MEL,F,BP,AHY,BP,Y,26.5,15,11.5,67,20.1,61,8.6,4.3,4.5,29.5,Y,N,N,N,N,SGR-176 - Jon,before D12 nestlings,GBB,,,,,,,,,,,
MOCH,2910-53968,YWW,2021,24-Jun,749,805,N,SGR,SGR-231 - Carol's,-,-,-,MEL,M,CP,AHY,CP,Y,29,17,12,70,20.5,65,8.9,4.4,4.2,29.5,Y,N,N,N,N,SGR-231 - Carol's,D12/D13 nestlings,ABG,,,,,,,,,,,
MOCH,2910-53973,BWB,2021,24-Jun,914,919,N,SGR,SGR-137 - Jon,-,-,-,ANT,F,BP,AHY,BP,Y,27,16,11,67,20.8,62,8.6,3.9,4.1,29.6,Y,N,N,N,N,SGR-137 - Jon,D12 nestlings,YVG,,,,,,,,,,,
MOCH,2910-53980,GBB,2021,24-Jun,1022,1032,N,SGR,SGR-176 - Jon,-,-,-,ANT,M,CP,AHY,CP,Y,29,18,11,70,21.7,66,8.5,4,4.5,30.1,Y,N,N,N,N,SGR-176 - Jon,D12 nestlings,OGG,,,,,,,,,,,
MOCH,POX 1_2021,POX 1,2021,27-Jun,645,649,N,SGR,SGR-234 - Carol's,-,-,-,MEL,M,CP,AHY,CP,Y,29,17.5,11.5,68,20.4,60,8.5,4.3,4.4,30,Y,N,N,N,N,SGR-234 - Carol's,D12 nestlings,AYV,pox on legs; didn't band,,,,,,,,,,
MOCH,2910-53988,AYV,2021,27-Jun,800,803,N,SGR,SGR-234 - Carol's,-,-,-,ANT,F,BP,AHY,BP,Y,27,16,11,67,20.3,62,9.7,4,4.4,30.8,Y,N,N,N,N,SGR-234 - Carol's,D12 nestlings,POX1,,,,,,,,,,,
MOCH,2910-53990,YYW,2021,27-Jun,820,830,N,SGR,SGR-222 - Carol's,-,-,-,ANT,M,CP,AHY,CP,Y,27,16.5,10.5,67,19.8,63,8.5,4,4.3,29.7,Y,N,N,N,N,SGR-222 - Carol's,D12 nestlings,AGV,,,,,,,,,,,
MOCH,2910-53989,AGV,2021,27-Jun,818,823,N,SGR,SGR-222 - Carol's,-,-,-,ANT,F,BP,AHY,BP,Y,25,15,10,65,20.8,60,9,4.1,4.4,29.6,Y,N,N,N,N,SGR-222 - Carol's,D12 nestlings,YYW,,,,,,,,,,,
MOCH,2910-53997,GAY,2021,27-Jun,928,943,N,SGR,SGR-336 - Tracy's,-,-,-,MEL,M,CP,AHY,CP,Y,27.5,15,12.5,71,22,65,8.4,4.2,4.4,30.7,Y,N,N,N,N,SGR-336 - Tracy's,D12 nestlings,WYP,,,,,,,,,,,
MOCH,POX 2_2021,POX 2,2021,28-Jun,636,-,N,SGR,SGR-207 - Strooks,-,-,-,MEL,F,BP,AHY,BP,Y,28,16,12,71,20.6,67,9.1,4.2,4.5,29.4,N,N,N,N,N,SGR-207 - Strooks,D12 nestlings,GWA,"pox on legs-didn't band, no blood",,,,,,,,,,
MOCH,2910-54212,GOB,2021,28-Jun,655,705,N,SGR,SGR-253 - Sue and Carl,-,-,-,ANT,F,BP,AHY,BP,Y,27,16,11,63,19.9,57,8,3.9,4.4,29.7,-,-,-,-,-,SGR-253 - Sue and Carl,D12 nestlings,WGP,no info on the blood,,,,,,,,,,
MOCH,2910-54012,GWA,2021,28-Jun,658,707,N,SGR,SGR-207 - Strooks,-,-,-,MEL,M,CP,AHY,CP,Y,27,16,11,69,21.3,62,9.8,4.1,4.8,30.2,Y,N,N,N,N,SGR-207 - Strooks,D12 nestlings,POX2,,,,,,,,,,,
MOCH,POX 3_2021,POX 3,2021,29-Jun,809,815,N,SGR,SGR-214 - Strooks,-,-,-,ANT,M,CP,AHY,CP,Y,28,16.5,11.5,69,19.6,63,8.3,4.3,4.7,29.9,Y,N,N,N,N,SGR-214 - Strooks,D12 nestlings,VOY,,,,,,,,,,,
MOCH,2910-54231,VOY,2021,29-Jun,825,831,N,SGR,SGR-214 - Strooks,-,-,-,ANT,F,BP,AHY,BP,Y,26.5,16,10.5,65,19.2,59,8.9,4,4.4,29.7,Y,N,N,N,N,SGR-214 - Strooks,D12 nestlings,POX 3,,,,,,,,,,,
MOCH,2910-54027,GWV,2021,30-Jun,927,942,N,SGR,SGR-186 - Debi,-,-,-,MEL,M,CP,AHY,CP,Y,28,15.5,12.5,78,19.8,62,,4.2,4.9,29.3,Y,N,N,N,N,SGR-186 - Debi,After D12 nestlings,OBO,,,,,,,,,,,
MOCH,2910-54236,VOY,2021,30-Jun,1410,1415,N,SGR,SGR-175 - Jon's,-,-,-,ANT,F,BP,AHY,BP,Y,26.5,15,11.5,65,20.2,57,8.8,4.1,4.2,29.8,Y,N,N,N,N,SGR-175 - Jon's,D8 nestlings,POX 4,,,,,,,,,,,
MOCH,POX 4_2021,POX 4,2021,30-Jun,1514,1518,N,SGR,SGR-175 - Jon's,-,-,-,ANT,M,CP,AHY,CP,Y,26.5,15,11.5,72,20.4,62,9,4.4,4.7,30,Y,N,N,N,N,SGR-175 - Jon's,D8 nestlings,VOY,,,,,,,,,,,
MOCH,2910-54241,OOB,2021,6-Jul,910,914,N,MRS,MRS-044,-,-,-,ANT,M,CP,AHY,CP,Y,27.5,16,11.5,69,21.3,63,8.8,4,4.9,29.5,Y,N,N,N,N,MRS-044,D12 nestlings,AYB,,,,,,,,,,,
MOCH,2910-54242,AYB,2021,6-Jul,935,940,N,MRS,MRS-044,-,-,-,ANT,F,BP,AHY,BP,Y,27,16,11,66,21.3,60,9.9,4.8,4.4,30.4,Y,N,N,N,N,MRS-044,D12 nestlings,OOB,,,,,,,,,,,
MOCH,2910-54258,AYG,2021,14-Jul,1830,1835,N,SGR,SGR-150 - Jon's,-,-,-,ANT,F,BP,AHY,BP,Y,28.8,17.5,11,63,21.5,58,9,4,4.7,29.9,Y,N,N,N,N,SGR-150 - Jon's,D8 nestlings,GOX,missing color band on right leg (X). Leg was swollen,,,,,,,,,,
MOCH,2910-54257,GOX,2021,14-Jul,1805,1815,N,SGR,SGR-150 - Jon's,-,-,-,ANT,M,CP,AHY,CP,Y,28.5,16,12.5,70,20.4,64,9.2,4.3,4.4,30.1,Y,N,N,N,N,SGR-150 - Jon's,D8 nestlings,AYG,,,,,,,,,,,
MOCH,2910-54259,AOB,2021,25-Jul,742,753,N,SGR,SGR-187 - Debi's,-,-,-,ANT,F,BP,AHY,BP,Y,27.5,17.5,10,65,20.7,56,9.1,4.2,5,29.9,Y,N,N,N,N,SGR-187 - Debi's,D12 nestlings,POX 5,,,,,,,,,,,
MOCH,POX5_2021,POX 5,2021,25-Jul,803,812,N,SGR,SGR-187 - Debi's,-,-,-,MEL,M,CP,AHY,CP,Y,26.5,16,10.5,69,20.1,64,9.2,4.2,4.5,30.4,Y,N,N,N,N,SGR-187 - Debi's,D12 nestlings,AOG,"*Pox on legs, did not add color bands or USGS bands",,,,,,,,,,
MOCH,2830-31823,PLP,2018,31-May,7:39,7:55,N,MRS,Marr Lab Feeder,454478,4431414,2852,KCG,M,CP,HY,Rec,Y,32.3,24.5,7.8,69,22.8,58,10,4,5.7,29.1,4.8,5.1,3.4,NA,3,0,NA,NA,N,N,N,Y,N,N,U,NA,U,LLL,Captured with mist net
MOCH,2830-31824,LLL,2018,31-May,7:49,8:16,N,MRS,Marr Lab Feeder,454478,4431414,2852,KCG,F,BP,HY,Rec,Y,31,24.5,6.5,68,20.7,61,8.9,5,5.8,29.6,NA,NA,NA,NA,2,0,NA,NA,N,N,N,Y,N,Y,U,NA,U,PLP,Captured with mist net; Bird weight includes bands
MOCH,2830-31825,OSO,2018,31-May,9:53,10:05,N,MRS,Marr Lab Feeder,454478,4431414,2852,KCG,M,CP,AHY,Rec,Y,31.2,24.5,6.7,75,19.6,65,9.2,4.4,5,29,4.9,5,4.3,NA,2,1,NA,NA,N,N,N,Y,N,N,U,NA,U,None,Birds weight includes band; with unbanded bird at feeder; captured with mist net
MOCH,2830-31826,OOR,2018,2-Jun,NA,8:19,N,Shopnitz's Backyard,Feeder,40.050708,-105.265688,1652.3,KCG,F,BP,AHY,Rec/Nest,Y,NA,NA,NA,70,18.4,59,9.2,4.4,5.2,27.4,NA,NA,NA,NA,2,0,N,N,N,N,N,Y,N,N,Paired/Nest,Shopnitz,Chicks: day 10,,On chicks in nest box with unbanded bird. Captured with mist net
MOCH,2830-31827,SLR,2018,4-Jun,7:19,7:32,N,MRS,Marr Lab Feeder,454478,4431414,2852,KCG,M,CP,AHY,Rec/CP,Y,NA,NA,NA,74,20.1,64,11.4,4.8,5.7,32.2,5.4,6,3.5,NA,2,0,N,N,N,N,N,Y,N,N,U,NA,U,None,captured with mist net
MOCH,2830-31828,LPR,2018,4-Jun,9:40,9:50,N,MRS,Marr Lab Feeder,454478,4431414,2852,KCG,M,CP,AHY,Rec/CP,Y,33,24.5,8.5,71,20.5,62,9,5,5,28.4,5.6,6.7,5.9,NA,2,1,N,N,N,N,N,Y,N,N,U,NA,U,None,captured with mist net; bird weight with bands
MOCH,2830-31829,LOW,2018,5-Jun,7:39,7:50,N,MRS,Marr Lab Feeder,454478,4431414,2852,KCG,M,CP,AHY,Rec/CP,Y,34.2,24.5,9.7,72,20.4,63,9.1,5.1,5.2,28.8,6,6,3.4,NA,2,0,N,N,N,N,N,Y,N,N,U,NA,U,None,captured with mist net
MOCH,2830-31842,BRB,2018,13-Jun,7:45,7:59,N,Shopnitz's Backyard,Nest Box on House,40.050708,-105.265688,1652.3,KCG,F,BP,AHY,Rec/BP,Y,35,24,11,66,19,57,10.3,4.8,5.5,29.4,NA,NA,NA,NA,2,0,N,N,N,N,N,Y,N,N,Paired/Nest,Yes; Shopnitz,Nestlings,None,Female of MOCH nestlings: 2830-31830; 2830-31831; 2830-31832; 2830-31833; 2830-31834; 2830-31835; Bird weight with bands; Male: OOR
MOCH,2830-31874,BLO,2018,25-Jul,9:40,10:13,N,MRS,Marr Lab Feeder,454478,4431414,2852,KCG,F,BP,AHY,BP,Y,36,25,11,71,20.6,70,7.7,4.3,4.3,30.8,NA,NA,NA,NA,2,0,N,N,N,N,N,Y,N,Y,U,U,U,None,Bird weight with bands
MOCH,2830-31882,ORR,2018,11-Dec-18,,,N,Kathryn's Backyard,Feeder/backyard,478222,4425104,1607,KCG,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOCH,POX3,-,2019,21-Jun,7:50,8:03,U,SGR,Debi's House,,,,KCG,F,BP,U,-,Y,35,24,11,-,,,,,,,N,N,Y,N,Y,203-2019,chicks,SSP,,,,,,,,,,,
BCCH,297091586,GEW,2024,,15:38,,,,,,,,SRP,U,,,,,,,11.5,65,16.8,,9.1,4.1,11.5,27.8,,,,,,,,,,,,,,,,,,,
BCCH,297091587,,2024,,14:40,,,,,,,,SRP,U,,,,,,,12,67,14.1,70,9.8,4.3,12,28.1,,,,,,,,,,,,,,,,,,,
BCCH,297091588,YBE,2024,,15:38,,,,,,,,WCA,U,,,,,,,13,63,12.5,63,9.2,4.5,13,28.1,,,,,,,,,,,,,,,,,,,
BCCH,255021801,YWB,2024,,16:53,,,,,,,,SRP,F,,,,,,,12.5,66,17.2,60,8.8,4.6,12.5,30.3,,,,,,CU-128,,,,,,,,,,,,,
BCCH,255021807,AAE,2024,,13:15,,,,,,,,ONT,M,,,,,,,12,69,17.4,70,10.3,4.2,12,27.4,,,,,,BLD-407,,,,,,,,,,,,,
BCCH,255021809,RGR,2024,,14:45,,,,,,,,SRP,F,,,,,,,12,64,14.4,67,10,4.3,12,27.3,,,,,,BLD-321,,,,,,,,,,,,,
BCCH,255021810,WNA,2024,,15:09,,,,,,,,ONT,M,,,,,,,12,68,16.6,72,11.2,4.3,12,28,,,,,,BLD-321,,,,,,,,,,,,,
BCCH,255021812,WGG,2024,,15:55,,,,,,,,ONT,M,,,,,,,11,66,15.7,68,9.5,4.1,11,27.8,,,,,,BLD-286,,,,,,,,,,,,,
BCCH,255021813,NEA,2024,,16:31,,,,,,,,SRP,F,,,,,,,14,63,14.9,69,10.8,4.5,14,27.5,,,,,,BLD-286,,,,,,,,,,,,,
BCCH,255021842,RRA,2024,,17:15,,,,,,,,SRP,M,,,,,,,12,68,14.9,67,8.2,4.2,12,29.1,,,,,,BLD-372,,,,,,,,,,,,,
BCCH,255021832,BER,2024,,17:18,,,,,,,,ONT,F,,,,,,,10.5,63,16.9,59,10.9,4.5,10.5,28.4,,,,,,BLD-372,,,,,,,,,,,,,
BCCH,255021836,WOA,2024,,18:38,,,,,,,,SRP,M,,,,,,,12.5,67,15.2,70,10.5,4.7,12.5,30,,,,,,BLD-265,,,,,,,,,,,,,
BCCH,POX1,POX1,2024,,18:50,,,,,,,,ONT,F,,,,,,,12,66,14.9,70,10.8,4.4,12,28.1,,,,,,BLD-265,,,,,,,,,,,,,
BCCH,255021865,NWE,2024,,10:28,,,,,,,,SRP,F,,,,,,,11,63,14.8,66,10.9,4.1,11,28.5,,,,,,BLD-351,,,,,,,,,,,,,
BCCH,255021860,EAY,2024,,8:08,,,,,,,,SRP,M,,,,,,,11,66,13.4,67,10.1,4.4,11,26.7,,,,,,BLD-363,,,,,,,,,,,,,
BCCH,255021859,NBW,2024,,7:52,,,,,,,,ONT,F,,,,,,,9,63,14.4,63,10.4,3.9,9,26,,,,,,BLD-363,,,,,,,,,,,,,
BCCH,255021849,OOY,2024,,10:10,,,,,,,,SRP,M,,,,,,,13.5,68,15.9,74,10.4,4.8,13.5,27.3,,,,,,BLD-290,,,,,,,,,,,,,
BCCH,255021850,YRG,2024,,10:28,,,,,,,,ONT,F,,,,,,,10,64,15.4,66,10.9,4.4,10,26.6,,,,,,BLD-290,,,,,,,,,,,,,
BCCH,255021808,no colors,2024,,13:31,,,,,,,,WCA,F,,,,,,,13,66,13.7,64,9.4,4.1,13,27.8,,,,,,BLD-407,,,,,,,,,,,,,
BCCH,255021868,BEG,2024,,8:42,,,,,,,,SRP,F,,,,,,,11.5,64,14.2,65,10,4.3,11.5,29.2,,,,,,BLD-281,,,,,,,,,,,,,
BCCH,255021867,WWR,2024,,8:21,,,,,,,,ONT,M,,,,,,,12,67,15.4,72,10.9,4.2,12,27.8,,,,,,BLD-281,,,,,,,,,,,,,
BCCH,255021866,RGO,2024,,7:54,,,,,,,,SRP,M,,,,,,,11,66,15.5,65,10.1,4.5,11,26.7,,,,,,BLD-305,,,,,,,,,,,,,
BCCH,255021879,RWR,2024,,18:27,,,,,,,,ONT,M,,,,,,,12,65,14.7,65,11.2,4,12,27.5,,,,,,BLD-351,,,,,,,,,,,,,
BCCH,255021891,YEY,2024,,9:08,,,,,,,,ONT,F,,,,,,,11.5,66,15.7,60,14,3.8,11.5,30,,,,,,BLD-264,,,,,,,,,,,,,
MOCH,255021892,BEO,2024,,10:05,,,,,,,,SRP,F,,,,,,,11.5,70,14.8,63,9.9,3.7,11.5,29.8,,,,,,BLD-285,,,,,,,,,,,,,
BCCH,255021899,RAR,2024,,8:48,,,,,,,,SRP,M,,,,,,,11.5,69,15,69,10.3,4.2,11.5,27.4,,,,,,CU-104,,,,,,,,,,,,,
BCCH,255021898,EYN,2024,,8:36,,,,,,,,ONT,U,,,,,,,10.5,60,14.4,61,10,4,10.5,26.9,,,,,,CU-104,,,,,,,,,,,,,
MOCH,255021926,ORN,2024,,10:16,,,,,,,,ONT,F,,,,,,,10.5,66,15.3,60,11.2,3.7,10.5,29.4,,,,,,SGR-253,,,,,,,,,,,,,
MOCH,255021925,NYA,2024,,10:13,,,,,,,,SRP,M,,,,,,,11.5,69,16.4,65,11.4,4.1,11.5,29.8,,,,,,SGR-253,,,,,,,,,,,,,
MOCH,255021924,GNB,2024,,8:58,,,,,,,,SRP,M,,,,,,,11,68,15.4,64,11.8,4.2,11,29.4,,,,,,BLD-334,,,,,,,,,,,,,
MOCH,255021923,GGE,2024,,8:44,,,,,,,,ONT,F,,,,,,,11,67,16,62,12.1,3.7,11,29.8,,,,,,BLD-334,,,,,,,,,,,,,
BCCH,255021908,OEA,2024,,7:46,,,,,,,,SRP,F,,,,,,,11,62,14.1,68,10.5,4.3,11,27.3,,,,,,BLD-256,,,,,,,,,,,,,
MOCH,POX2,POX2,2024,,10:20,,,,,,,,WCA,F,,,,,,,11.5,72,15.3,66,10.4,4.1,11.5,29.4,,,,,,BLD-368,,,,,,,,,,,,,
MOCH,255021942,GAR,2024,,11:14,,,,,,,,WCA,F,,,,,,,11,64,15.5,63,10.4,4.1,11,28.7,,,,,,SGR-254,,,,,,,,,,,,,
MOCH,POX3,POX3,2024,,8:48,,,,,,,,SRP,M,,,,,,,11,72,16.3,69,10.5,4.1,11,29.5,,,,,,FLG-217,,,,,,,,,,,,,
MOCH,255021950,NEY,2024,,8:25,,,,,,,,SRP,F,,,,,,,11.5,70,14.4,66,10.9,3.7,11.5,29.6,,,,,,FLG-217,,,,,,,,,,,,,
MOCH,255022162,RAG,2024,,9:56,,,,,,,,WCA,F,,,,,,,11.5,66,15.3,65,11,4,11.5,29.7,,,,,,FLG-423,,,,,,,,,,,,,
MOCH,255022179,GOR,2024,,8:50,,,,,,,,WCA,F,,,,,,,12,67,15.8,63,11.4,4.2,12,31.8,,,,,,FLG-239,,,,,,,,,,,,,
MOCH,POX4,POX4,2024,,8:30,,,,,,,,WCA,M,,,,,,,12.5,69,15.7,63,11.4,4,12.5,30,,,,,,NED-403,,,,,,,,,,,,,
MOCH,POX7,POX7,2024,,9:35,,,,,,,,WCA,F,,,,,,,,,,,,,,,,,,,,FLG-424,,,,,,,,,,,,,
MOCH,255022181,NGO,2024,,9:25,,,,,,,,WCA,M,,,,,,,12,69,16.8,65,10.4,3.9,12,29.6,,,,,,FLG-424,,,,,,,,,,,,,
MOCH,255022178,ONA,2024,,8:25,,,,,,,,WCA,M,,,,,,,11.5,68,16.6,62,9.9,3.8,11.5,30.9,,,,,,FLG-423,,,,,,,,,,,,,
MOCH,255022180,RNY,2024,,8:59,,,,,,,,WCA,M,,,,,,,12.5,68,16.3,78,10.4,3.6,12.5,30.8,,,,,,FLG-239,,,,,,,,,,,,,
MOCH,POX6,POX6,2024,,9:12,,,,,,,,WCA,M,,,,,,,12.5,70,17.4,66,11.9,4.1,12.5,29.4,,,,,,NED-404,,,,,,,,,,,,,
MOCH,255022177,YRY,2024,,7:45,,,,,,,,WCA,F,,,,,,,-,65,16.5,59,9.4,3.8,-,29.6,,,,,,FLG-426,,,,,,,,,,,,,
MOCH,POX5,POX5,2024,,9:12,,,,,,,,WCA,F,,,,,,,10.5,64,16.8,58,10.8,3.9,10.5,29.5,,,,,,NED-404,,,,,,,,,,,,,
MOCH,POX175B,POX175B,2024,,9:38,,,,,,,,ONT,F,,,,,,,12,66,14.8,61,12.2,3.7,12,30.2,,,,,,SGR-175,,,,,,,,,,,,,
MOCH,POX392A,POX392A,2024,,8:10,,,,,,,,ONT,M,,,,,,,12,72,15.5,67,11.9,3.7,12,29.2,,,,,,NED-392,,,,,,,,,,,,,
MOCH,POX206A,POX206A,2024,,11:18,,,,,,,,ONT,M,,,,,,,12,69,14.6,63,12.2,3.6,12,30.6,,,,,,SGR-206,,,,,,,,,,,,,
MOCH,297010947,WBA,2024,,11:26,,,,,,,,ONT,F,,,,,,,11.5,66,15.8,60,11.9,3.9,11.5,27.8,,,,,,SGR-222,,,,,,,,,,,,,
MOCH,255021974,RYR,2024,,9:45,,,,,,,,ONT,M,,,,,,,11.5,69,16.3,60,12.1,3.7,11.5,30.3,,,,,,SGR-101,,,,,,,,,,,,,
MOCH,255021975,YEN,2024,,10:24,,,,,,,,ONT,F,,,,,,,12.5,66,16.1,60,12.1,3.7,12.5,28.8,,,,,,SGR-207,,,,,,,,,,,,,
MOCH,255021988,OBY,2024,,11:04,,,,,,,,ONT,F,,,,,,,10.5,67,15.1,61,12.3,4.1,10.5,29.6,,,,,,SGR-229,,,,,,,,,,,,,
MOCH,255021987,2550-21987,2024,,10:40,,,,,,,,ONT,M,,,,,,,12.5,70,16.1,63,12.3,3.8,12.5,30.4,,,,,,SGR-229,,,,,,,,,,,,,
MOCH,255021986,BGN,2024,,10:05,,,,,,,,ONT,M,,,,,,,11.5,72,15,65,12.1,3.8,11.5,29.3,,,,,,SGR-338,,,,,,,,,,,,,
MOCH,305017045,NRN,2024,,8:35,,,,,,,,WCA,M,,,,,,,11.5,68,15.5,62,10.5,3.8,11.5,29.4,,,,,,SGR-187,,,,,,,,,,,,,
MOCH,305017046,NOY,2024,,8:59,,,,,,,,WCA,M,,,,,,,-,73,15.8,69,11.4,3.8,-,31.2,,,,,,SGR-210,,,,,,,,,,,,,
MOCH,305017047,RRO,2024,,9:20,,,,,,,,WCA,M,,,,,,,12,68,16.7,64,11.6,4.2,12,30.4,,,,,,SGR-186,,,,,,,,,,,,,
MOCH,305017048,BAR,2024,,9:50,,,,,,,,WCA,F,,,,,,,11.5,78,16.9,62,11.3,4.1,11.5,30.7,,,,,,SGR-187,,,,,,,,,,,,,
MOCH,305017049,OBB,2024,,10:45,,,,,,,,WCA,M,,,,,,,12,72,17.2,69,10.9,3.7,12,30.3,,,,,,SGR-151,,,,,,,,,,,,,
MOCH,305017050,GYR,2024,,10:43,,,,,,,,WCA,F,,,,,,,11.5,64,15.4,66,10.5,3.9,11.5,29.8,,,,,,SGR-151,,,,,,,,,,,,,
MOCH,POX8,POX8,2024,,8:15,,,,,,,,WCA,M,,,,,,,11.5,65,15.4,63,10.9,4.1,11.5,29.8,,,,,,SGR-203,,,,,,,,,,,,,
MOCH,POX171A,POX171A,2024,,10:08,,,,,,,,SRP,M,,,,,,,11,72,15.3,67,11.1,3.5,11,29.6,,,,,,SGR-171,,,,,,,,,,,,,
MOCH,305017017,NYY,2024,,10:41,,,,,,,,ONT,F,,,,,,,11,65,16.3,54,11.5,3.9,11,29.8,,,,,,SGR-106,,,,,,,,,,,,,
MOCH,305017015,OEB,2024,,10:01,,,,,,,,ONT,F,,,,,,,10,,14.9,,,,10,,,,,,,SGR-149,,,,,,,,,,,,,
MOCH,305017016,RRG,2024,,10:12,,,,,,,,ONT,M,,,,,,,12,69,17,60,12.9,3.9,12,20.6,,,,,,SGR-149,,,,,,,,,,,,,
MOCH,305017030,NYN,2024,,9:14,,,,,,,,ONT,F,,,,,,,11.5,65,15.3,60,12.3,4.2,11.5,,,,,,,SGR-166,,,,,,,,,,,,,
MOCH,305017023,BGO,2024,,7:37,,,,,,,,ONT,F,,,,,,,11.5,68,16,61,12.3,3.9,11.5,30.1,,,,,,SGR-177,,,,,,,,,,,,,
MOCH,305017024,NON,2024,,7:50,,,,,,,,ONT,M,,,,,,,11.5,68,15.3,62,11.8,3.8,11.5,30.3,,,,,,SGR-177,,,,,,,,,,,,,
MOCH,305017093,GNR,2024,,9:55,,,,,,,,WCA,M,,,,,,,11.5,69,15.5,62,10.4,3.6,11.5,30,,,,,,MRS-46,,,,,,,,,,,,,
MOCH,255022033,BRR,2024,,12:44,,,,,,,,WCA,M,,,,,,,12.5,68,16.2,63,9.8,4,12.5,30.1,,,,,,BLD-274,,,,,,,,,,,,,
MOCH,255022034,PPP,2024,,13:40,,,,,,,,WCA,F,,,,,,,11,67,15.5,62,11.3,3.9,11,30.3,,,,,,SGR-159,,,,,,,,,,,,,
MOCH,305017084,GAB,2024,,8:24,,,,,,,,WCA,F,,,,,,,11.5,67,15.7,63,11.1,3.8,11.5,29.9,,,,,,MRS-3,,,,,,,,,,,,,
MOCH,305017082,BRN,2024,,8:04,,,,,,,,WCA,M,,,,,,,11.5,69,16.4,63,12,3.6,11.5,30.1,,,,,,MRS-3,,,,,,,,,,,,,
MOCH,305017031,OGN,2024,,7:46,,,,,,,,ONT,M,,,,,,,12,70,15.4,63,12,3.9,12,29.1,,,,,,SGR-230,,,,,,,,,,,,,
MOCH,305017032,GRN,2024,,7:54,,,,,,,,ONT,F,,,,,,,10.5,64,15.4,59,11.6,3.7,10.5,28.9,,,,,,SGR-230,,,,,,,,,,,,,
MOCH,305017037,GRO,2024,,9:27,,,,,,,,SRP,M,,,,,,,11.5,70,15.7,60,10.9,3.7,11.5,28.8,,,,,,NED-362,,,,,,,,,,,,,
MOCH,305017038,BNY,2024,,9:20,,,,,,,,SRP,F,,,,,,,10,64,14.3,61,9.8,3.5,10,28.6,,,,,,NED-362,,,,,,,,,,,,,
MOCH,305064311,NAY,2024,,12:09,,,,,,,,SRP,M,,,,,,,12,71,14,74,10.3,3.6,12,29.3,,,,,,MRS-44,,,,,,,,,,,,,
MOCH,305017034,ONO,2024,,9:35,,,,,,,,ONT,F,,,,,,,11,65,15.3,60,12.5,4.1,11,28,,,,,,MRS-91,,,,,,,,,,,,,
MOCH,305017033,NBB,2024,,9:30,,,,,,,,ONT,M,,,,,,,11,65,15.6,69,12.6,4.5,11,29.3,,,,,,MRS-91,,,,,,,,,,,,,
MOCH,305017035,ORO,2024,,10:20,,,,,,,,ONT,F,,,,,,,12,67,15,64,12.3,4.1,12,30.3,,,,,,MRS-92,,,,,,,,,,,,,
MOCH,305017036,BBN,2024,,10:26,,,,,,,,ONT,M,,,,,,,12,72,15.5,64,12.3,3.9,12,29,,,,,,MRS-92,,,,,,,,,,,,,
MOCH,305064354,GAN,2024,,9:35,,,,,,,,SRP,F,,,,,,,11,65,14.5,58,11.7,3.6,11,29.1,,,,,,MRS-65,,,,,,,,,,,,,
